Date,Event,Details,Billing on,Shop name,Shop country,Shop email,Shop domain
2024-07-13 18:05:13 UTC,Installed,,,StanSphere,GB,hello@stansphere.com,ad4872-7a.myshopify.com
2024-07-13 18:10:33 UTC,Installed,,,My Store,NG,teajaytees@gmail.com,90dd15-e2.myshopify.com
2024-07-13 19:59:21 UTC,Installed,,,Lienzo Poético ,US,lienzopoetico@gmail.com,65221e-61.myshopify.com
2024-07-13 20:03:18 UTC,Installed,,,KBF Home Improvement,US,kbfhimprovement@gmail.com,furniture-and-beyond-connections.myshopify.com
2024-07-13 20:43:53 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33114456344,2024-07-20,KBF Home Improvement,US,kbfhimprovement@gmail.com,furniture-and-beyond-connections.myshopify.com
2024-07-13 22:49:30 UTC,Installed,,,Prodesksim,US,info@prodesksim.com,prodesksim.myshopify.com
2024-07-13 23:09:58 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26424869034,2024-07-20,Prodesksim,US,info@prodesksim.com,prodesksim.myshopify.com
2024-07-13 23:19:09 UTC,Uninstalled,"",,Prodesksim,US,info@prodesksim.com,prodesksim.myshopify.com
2024-07-13 23:19:09 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26424869034,,Prodesksim,US,info@prodesksim.com,prodesksim.myshopify.com
2024-07-14 01:15:26 UTC,Store closed,,,hooksneyes,IN,info@hooksneyes.com,39368d-78.myshopify.com
2024-07-14 01:20:52 UTC,Store closed,,,Hugbear,FR,ecoming75@gmail.com,02a67a-04.myshopify.com
2024-07-14 04:39:45 UTC,Uninstalled,"",,Birkii,IT,info@birkii.com,06e676-67.myshopify.com
2024-07-14 05:24:30 UTC,Uninstalled,"",,SHEENS,IN,reachsheens@gmail.com,d7de63-7f.myshopify.com
2024-07-14 05:27:27 UTC,Installed,,,TrumpHero,US,stevenspiv347@gmail.com,36e870-7c-2.myshopify.com
2024-07-14 05:32:35 UTC,Uninstalled,"",,TrumpHero,US,stevenspiv347@gmail.com,36e870-7c-2.myshopify.com
2024-07-14 05:47:14 UTC,Installed,,,Shoes Comfort,IN,vishalparmar79000@gmail.com,655aa5-4c.myshopify.com
2024-07-14 06:09:47 UTC,Store re-opened,,,Watch city,IN,customer.watchcity@gmail.com,d1a3aa-ee-2.myshopify.com
2024-07-14 09:46:56 UTC,Installed,,,JetTunes Music Haven,CA,jethro.orcales@shopify.com,eb2679-4.myshopify.com
2024-07-14 09:52:06 UTC,Installed,,,INPAQ-DANMARK,NL,Info@inpaq.nl,042d07.myshopify.com
2024-07-14 10:52:33 UTC,Store closed,,,Modish Living,US,modishlivingonline@gmail.com,d59334-ee.myshopify.com
2024-07-14 11:00:15 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 23860150385,,Abhishek Store [AB],IN,abhishek.paraskar5299@gmail.com,quickstart-705d25a3.myshopify.com
2024-07-14 12:58:12 UTC,Installed,,,SwiftElle,CA,eymanimz@gmail.com,947b67-6a.myshopify.com
2024-07-14 13:13:10 UTC,Store closed,,,Falandio,DK,shopgrouponline@hotmail.com,9c6f9c-0b.myshopify.com
2024-07-14 13:24:12 UTC,Uninstalled,"",,My Breathing Bear™,FR,7gdyb4rtnw@privaterelay.appleid.com,f0095a-6b.myshopify.com
2024-07-14 13:24:49 UTC,Uninstalled,"",,BlueLock Store,FR,bluelockstore.contact@gmail.com,8a650a-00.myshopify.com
2024-07-14 13:39:50 UTC,Installed,,,Club Geneve,ES,clubgeneve@gmail.com,51f89a-f7.myshopify.com
2024-07-14 14:22:43 UTC,Installed,,,SUNCHILLER FLOATY,CA,accmoa02@pixihouses.com,fc2d2a-3b.myshopify.com
2024-07-14 15:05:00 UTC,Installed,,,PURO MILANO,NL,stephenli1216@gmail.com,b7f901-78.myshopify.com
2024-07-14 15:08:18 UTC,Installed,,,Boujee Barbs Couture,CA,shopboujeebarbsusa@gmail.com,d7c6c5-28.myshopify.com
2024-07-14 15:30:14 UTC,Installed,,,My Breathing Bear™,FR,7gdyb4rtnw@privaterelay.appleid.com,f0095a-6b.myshopify.com
2024-07-14 18:02:19 UTC,Installed,,,My Store,US,bfinnese0@gmail.com,13fea5-2.myshopify.com
2024-07-14 18:31:52 UTC,Uninstalled,"",,Lyvera,NL,Lyvera-shop@hotmail.com,7bc980-97.myshopify.com
2024-07-14 18:32:44 UTC,Installed,,,Lyvera,NL,Lyvera-shop@hotmail.com,7bc980-97.myshopify.com
2024-07-14 19:55:42 UTC,Installed,,,THEO,UA,hello@iwanttheo.com,theo-online-store.myshopify.com
2024-07-14 22:05:28 UTC,Store closed,,,ByeByeMosquito,US,info@byebyemosquito.store,1dc041-b5.myshopify.com
2024-07-14 22:06:32 UTC,Store closed,,,Vylorr,GB,support@vylorr.com,2a4a38-02.myshopify.com
2024-07-15 00:29:43 UTC,Uninstalled,Not using app now,,MiAiden,GB,business.heroo@gmail.com,miaidenstore.myshopify.com
2024-07-15 01:09:49 UTC,Uninstalled,"",,REDACTED,REDACTED,REDACTED-PII@privacycanary.ca,REDACTED
2024-07-15 01:24:57 UTC,Store closed,,,TOOLS 4 BEAUTY,NL,kristina.ur1910@gmail.com,563f88-18.myshopify.com
2024-07-15 05:49:41 UTC,Store closed,,,Splashnoodle,AU,splashnoodle.help@gmail.com,af0582-b5.myshopify.com
2024-07-15 06:42:29 UTC,Installed,,,My Store,CN,tonglingwanhua@gmail.com,3e261c-d7.myshopify.com
2024-07-15 07:10:10 UTC,Installed,,,OLD,IN,progadgetstore.in@gmail.com,5cf4b6-42.myshopify.com
2024-07-15 07:12:37 UTC,Installed,,,UWANT,CN,chenshaojun@cifnews.com,uwanttech.myshopify.com
2024-07-15 07:14:52 UTC,Uninstalled,"",,UWANT,CN,chenshaojun@cifnews.com,uwanttech.myshopify.com
2024-07-15 07:48:21 UTC,Installed,,,Cozy Head,US,shopnow@cozyhead.store,8eabd2-77.myshopify.com
2024-07-15 08:12:36 UTC,Installed,,,Dr. Mobile,FR,sasindusamiratv@gmail.com,fb71f6-66.myshopify.com
2024-07-15 08:29:28 UTC,Installed,,,My Store,GR,fraproe@gmail.com,f9eead-24.myshopify.com
2024-07-15 08:29:42 UTC,Store closed,,,Einfach3ddruck Store,DE,einfach3ddruck@yahoo.de,einfach3ddruck-store.myshopify.com
2024-07-15 08:32:32 UTC,Store closed,,,Stylnova,IN,stylnovastore@gmail.com,9e70e9.myshopify.com
2024-07-15 08:33:37 UTC,Store re-opened,,,Einfach3ddruck Store,DE,einfach3ddruck@yahoo.de,einfach3ddruck-store.myshopify.com
2024-07-15 08:41:35 UTC,Installed,,,Wellify,IN,wellify.developer@piramal.com,healthandwellness-store.myshopify.com
2024-07-15 08:46:11 UTC,Uninstalled,Not using app now,,Wellify,IN,wellify.developer@piramal.com,healthandwellness-store.myshopify.com
2024-07-15 09:04:42 UTC,Uninstalled,"",,Grand Union,US,service@gucashmere.com,7b66ab-0c.myshopify.com
2024-07-15 09:08:46 UTC,Installed,,,Calor Y Deco,ES,jose@electricidadnarvaez.com,calor-deco.myshopify.com
2024-07-15 09:21:22 UTC,Uninstalled,"",,Ink & Blur,US,shimblair10@gmail.com,b08a56-aa.myshopify.com
2024-07-15 09:57:41 UTC,Installed,,,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-15 10:28:12 UTC,Installed,,,Mon Petit Présent,RE,monpetitpresent.contact@gmail.com,e95d67-e7.myshopify.com
2024-07-15 10:31:21 UTC,Uninstalled,"",,Calor Y Deco,ES,jose@electricidadnarvaez.com,calor-deco.myshopify.com
2024-07-15 11:00:09 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 26876641460,,Salvia Kids,IN,salviakidsfbd@gmail.com,057bb2-4.myshopify.com
2024-07-15 11:00:09 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 26876575924,,Salvia Kids,IN,salviakidsfbd@gmail.com,057bb2-4.myshopify.com
2024-07-15 11:18:18 UTC,Installed,,,smartplayground.de-copy,DE,hasanmehedyemon@gmail.com,smartplayground-de-copy.myshopify.com
2024-07-15 11:26:44 UTC,Installed,,,Vergunia,RO,contact@vergunia.com,c0517d-d0.myshopify.com
2024-07-15 11:41:38 UTC,Store re-opened,,,TOOLS 4 BEAUTY,NL,kristina.ur1910@gmail.com,563f88-18.myshopify.com
2024-07-15 12:09:49 UTC,Store closed,,,ActivX,PT,info@activx.store,48eb66-37.myshopify.com
2024-07-15 12:48:37 UTC,Store closed,,,BOOST,FR,contact.boosthaircare@gmail.com,1e9e0f-79.myshopify.com
2024-07-15 13:43:20 UTC,Store closed,,,Beautison,LT,support@beautison.com,d3b2b0-e8.myshopify.com
2024-07-15 14:32:05 UTC,Store re-opened,,,Lacro,NL,support@lacro.nl,7e7d93-2.myshopify.com
2024-07-15 16:07:04 UTC,Installed,,,Envisage fashion,IN,envisagefashionz@gmail.com,6e95df-77.myshopify.com
2024-07-15 17:23:38 UTC,Installed,,,SinnesTon,SE,info@sinneston.se,38ba2f-07.myshopify.com
2024-07-15 17:46:07 UTC,Uninstalled,"",,Club Geneve,ES,clubgeneve@gmail.com,51f89a-f7.myshopify.com
2024-07-15 18:58:38 UTC,Installed,,,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 19:00:58 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26436862126,2024-07-22,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 19:05:21 UTC,Uninstalled,"Não funciona ou não é compatível com a loja, Segurança do app ou problemas de privacidade, É caro ou possui cobranças inesperadas, Falta de recursos ou recursos limitados, É difícil de configurar ou usar, Não estou satisfeito(a) com o suporte, Não estou usando o app agora",,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 19:05:22 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26436862126,,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 20:57:38 UTC,Installed,,,Amaijoin,PT,amaijoin@hotmail.com,af1f46-3.myshopify.com
2024-07-15 21:26:22 UTC,Uninstalled,Não estou a usar a aplicação agora,,Amaijoin,PT,amaijoin@hotmail.com,af1f46-3.myshopify.com
2024-07-15 21:36:26 UTC,Installed,,,Future,CR,futurecrc41@gmail.com,111e1f-7e.myshopify.com
2024-07-15 21:41:33 UTC,Uninstalled,"",,Future,CR,futurecrc41@gmail.com,111e1f-7e.myshopify.com
2024-07-15 21:50:05 UTC,Installed,,,Geeks Town,IN,info@geekstown.com,geekstown-1349.myshopify.com
2024-07-15 22:57:57 UTC,Uninstalled,"",,bergnerhome,IN,addtocartconsulting@gmail.com,bergnerhome.myshopify.com
2024-07-16 00:48:30 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33124417837,2024-07-23,Geeks Town,IN,info@geekstown.com,geekstown-1349.myshopify.com
2024-07-16 00:53:48 UTC,Installed,,,My Store,EG,midotrade1234@gmail.com,9f8640-f9.myshopify.com
2024-07-16 00:53:49 UTC,Store closed,,,Thats My,GB,info@lart-store.com,kiberpanda.myshopify.com
2024-07-16 01:04:02 UTC,Store closed,,,Utedio Home,AR,utediohome@gmail.com,ed35fa.myshopify.com
2024-07-16 01:04:39 UTC,Store closed,,,CALCETTO COOL KICKS ,IN,online@calcetto.in,calcetto-india.myshopify.com
2024-07-16 01:12:09 UTC,Store closed,,,Heavenly Faithful Finds,CA,service@heavenlyfaithfulfinds.ca,f0ca05-2.myshopify.com
2024-07-16 03:30:12 UTC,Store re-opened,,,CALCETTO COOL KICKS ,IN,online@calcetto.in,calcetto-india.myshopify.com
2024-07-16 04:16:15 UTC,Store closed,,,merchbirdie,EE,hello@merchbirdie.com,33a151-e4.myshopify.com
2024-07-16 04:21:22 UTC,Installed,,,TIENDA MASVISTA,CO,ballenjesus5@gmail.com,b06a0a-94.myshopify.com
2024-07-16 06:25:38 UTC,Installed,,,DESIGNAND3DPRINTING,DE,info@designand3dprinting.de,2cf122-77.myshopify.com
2024-07-16 06:37:58 UTC,Store closed,,,Tideeye,CN,tideeyeservice@gmail.com,5240db-14.myshopify.com
2024-07-16 06:38:57 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 24426479727,2024-07-23,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-16 08:47:07 UTC,Installed,,,Gadget World,IN,progadgetstore.in@gmail.com,98b989-02.myshopify.com
2024-07-16 08:47:46 UTC,Installed,,,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-16 08:50:42 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 24185110595,2024-07-23,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-16 09:50:59 UTC,Installed,,,joybebèboutique,IT,joybebeboutique2024@gmail.com,joybebeboutique.myshopify.com
2024-07-16 09:56:25 UTC,Store re-opened,,,Thats My,GB,info@lart-store.com,kiberpanda.myshopify.com
2024-07-16 10:01:49 UTC,Uninstalled,"",,joybebèboutique,IT,joybebeboutique2024@gmail.com,joybebeboutique.myshopify.com
2024-07-16 12:09:23 UTC,Uninstalled,"",,Ezra-Paris,NL,info@qualtys.com,815a82.myshopify.com
2024-07-16 13:21:46 UTC,Installed,,,Halo,GB,luxxenterprises24@gmail.com,50ed22-63.myshopify.com
2024-07-16 13:27:39 UTC,Installed,,,Kissaten,IN,hello@kissaten.in,c54400.myshopify.com
2024-07-16 13:28:42 UTC,Uninstalled,"",,Halo,GB,luxxenterprises24@gmail.com,50ed22-63.myshopify.com
2024-07-16 13:31:14 UTC,Installed,,,Conscious Creations,GB,conciouscreationsco@gmail.com,4dbafb-7d.myshopify.com
2024-07-16 13:42:42 UTC,Uninstalled,"",,My Store,EG,midotrade1234@gmail.com,9f8640-f9.myshopify.com
2024-07-16 15:31:10 UTC,Uninstalled,"",,SinnesTon,SE,info@sinneston.se,38ba2f-07.myshopify.com
2024-07-16 15:34:30 UTC,Uninstalled,"",,Soany Beauty,CA,beautysoany@gmail.com,295116-e7.myshopify.com
2024-07-16 15:35:02 UTC,Installed,,,Soany Beauty,CA,beautysoany@gmail.com,295116-e7.myshopify.com
2024-07-16 17:30:30 UTC,Store closed,,,Breakcup,FR,contact@breakcup.co,0564f8-2.myshopify.com
2024-07-16 18:58:52 UTC,Store closed,,,Smart Habitat,GB,smarthabitat@mail.com,7389dc-2.myshopify.com
2024-07-16 19:25:37 UTC,Installed,,,Trendora,US,trendora@outlook.com,b846bb-2b.myshopify.com
2024-07-16 19:41:02 UTC,Uninstalled,"",,INPAQ-DANMARK,NL,Info@inpaq.nl,042d07.myshopify.com
2024-07-16 20:11:49 UTC,Installed,,,Winnerix,CA,hellowinnerix@gmail.com,e88dfd-10.myshopify.com
2024-07-16 21:06:46 UTC,Installed,,,MAXHOMEM,BR,contato@maxhomem.com.br,76a7ee.myshopify.com
2024-07-16 21:14:43 UTC,Uninstalled,"",,MAXHOMEM,BR,contato@maxhomem.com.br,76a7ee.myshopify.com
2024-07-16 21:16:31 UTC,Installed,,,My Store,RO,royaletimepieces@outlook.com,efae81-bc.myshopify.com
2024-07-16 21:27:52 UTC,Installed,,,.,NL,sofiaymm@yahoo.com,db0d57-95.myshopify.com
2024-07-16 22:30:57 UTC,Installed,,,Salihome,FR,salihomecontact@gmail.com,eafb7b.myshopify.com
2024-07-16 23:19:15 UTC,Installed,,,SUNCHILL FLOATY,CA,shopifypin1@ivawang.com,38de20-75.myshopify.com
2024-07-17 01:08:52 UTC,Store closed,,,MCJ oficial,CO,mcjoficial10@gmail.com,litper-oficial.myshopify.com
2024-07-17 01:29:18 UTC,Store closed,,,Hair Of Laksmi,SI,hairoflaksmi@gmail.com,617b0b-21.myshopify.com
2024-07-17 01:45:16 UTC,Store closed,,,KITMAN,ZA,kitman-za@outlook.com,ecc74a-79.myshopify.com
2024-07-17 01:48:38 UTC,Installed,,,ModeMajestique,ES,modemajestique.fr@gmail.com,813e79-a8.myshopify.com
2024-07-17 04:14:15 UTC,Store re-opened,,,PulloverKing,US,sales@pulloverking.com,7a1820-c6.myshopify.com
2024-07-17 06:30:38 UTC,Installed,,,Eiffel Textile,ES,webmaster@eiffeltextile.com,eiffeltextile.myshopify.com
2024-07-17 06:55:06 UTC,Uninstalled,"",,Navivo,NL,infovoornavivo@gmail.com,3ea35c.myshopify.com
2024-07-17 07:06:48 UTC,Uninstalled,"",,Eiffel Textile,ES,webmaster@eiffeltextile.com,eiffeltextile.myshopify.com
2024-07-17 09:18:03 UTC,Installed,,,Ceviche,BE,cevicheee005@gmail.com,dc3d0d-01.myshopify.com
2024-07-17 09:24:44 UTC,Uninstalled,"",,Ceviche,BE,cevicheee005@gmail.com,dc3d0d-01.myshopify.com
2024-07-17 10:46:12 UTC,Store closed,,,DALMEL,DE,dalmelshop@gmail.com,bassam-nasser1.myshopify.com
2024-07-17 10:56:07 UTC,Store closed,,,Stroker Smoothies,US,strokersmoothies@gmail.com,3087db-36.myshopify.com
2024-07-17 11:00:17 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 24423628911,,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-17 12:05:27 UTC,Installed,,,jalacalm,AU,jalacalmcollection@gmail.com,jalacalm.myshopify.com
2024-07-17 12:08:42 UTC,Uninstalled,Not satisfied with support,,jalacalm,AU,jalacalmcollection@gmail.com,jalacalm.myshopify.com
2024-07-17 12:32:24 UTC,Uninstalled,"",,Popcorn Palooza,US,info@popcornpalooza.com,popcornpalooza.myshopify.com
2024-07-17 12:46:23 UTC,Installed,,,Luca Collections,AU,info@lucacollections.com,lucacollections.myshopify.com
2024-07-17 12:55:14 UTC,Installed,,,Much Inspired,US,muchinspiredllc@gmail.com,698f02-e0.myshopify.com
2024-07-17 13:25:43 UTC,Installed,,,ElleVAte Studio,US,sales@ellevateservices.com,807d0e-95.myshopify.com
2024-07-17 13:29:26 UTC,Uninstalled,Not working or compatible with store,,ElleVAte Studio,US,sales@ellevateservices.com,807d0e-95.myshopify.com
2024-07-17 13:41:50 UTC,Uninstalled,"",,Sabay Jewels by Wengert GmbH,DE,kontakt@sabay-jewels.de,1866a7-02.myshopify.com
2024-07-17 13:59:01 UTC,Store re-opened,,,MCJ oficial,CO,mcjoficial10@gmail.com,litper-oficial.myshopify.com
2024-07-17 14:06:38 UTC,Installed,,,Malira Paris ,FR,rayanne.ameziane@icloud.com,1cb338-2.myshopify.com
2024-07-17 14:07:40 UTC,Uninstalled,"",,Malira Paris ,FR,rayanne.ameziane@icloud.com,1cb338-2.myshopify.com
2024-07-17 14:31:43 UTC,Store closed,,,Marihuana.Love,DE,info@marihuana.love,8b850f-a1.myshopify.com
2024-07-17 14:54:55 UTC,Store closed,,,Nixira London,NL,Info@nixira-london.com,58d649-f6.myshopify.com
2024-07-17 15:04:51 UTC,Uninstalled,"",,Vastrap Vellies ,ZA,info@vastrapvellies.co.za,705dac-5.myshopify.com
2024-07-17 15:50:01 UTC,Installed,,,hijab Queen,TR,qhijab314@gmail.com,535e48-28.myshopify.com
2024-07-17 15:57:46 UTC,Uninstalled,"",,hijab Queen,TR,qhijab314@gmail.com,535e48-28.myshopify.com
2024-07-17 18:17:45 UTC,Installed,,,Truth or Toast,US,matt@truthortoast.com,e2bbad.myshopify.com
2024-07-17 18:23:26 UTC,Uninstalled,"",,Truth or Toast,US,matt@truthortoast.com,e2bbad.myshopify.com
2024-07-17 19:06:17 UTC,Uninstalled,"",,Charms Moi,FR,contact.charm.moi@gmail.com,e69af0-3d.myshopify.com
2024-07-17 19:14:03 UTC,Store re-opened,,,My Electronics ,US,kgoetetshepo@mangkwepacashloans.co.za,24a4c2-0a.myshopify.com
2024-07-17 19:27:10 UTC,Installed,,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 19:28:51 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33155776787,2024-07-24,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 19:46:24 UTC,Store re-opened,,,OMERTA,US,moodmiooshop@gmail.com,5c8dd9-2.myshopify.com
2024-07-17 20:53:59 UTC,Uninstalled,"",,Millies London,BE,ayoub.arras05@gmail.com,ed0c2d-51.myshopify.com
2024-07-17 21:20:20 UTC,Installed,,,spicedanime,US,josiahekong98@gmail.com,spicedanime.myshopify.com
2024-07-17 21:50:13 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33155776787,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 21:50:13 UTC,Uninstalled,Not using app now,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 23:14:10 UTC,Installed,,,beflügelt +,DE,info@befluegeltplus.de,befluegeltvet.myshopify.com
2024-07-17 23:26:26 UTC,Installed,,,Di Conza,CO,Hdad94@hotmail.com,di-conza.myshopify.com
2024-07-17 23:29:37 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33324532044,2024-07-24,beflügelt +,DE,info@befluegeltplus.de,befluegeltvet.myshopify.com
2024-07-17 23:37:26 UTC,Uninstalled,"",,Di Conza,CO,Hdad94@hotmail.com,di-conza.myshopify.com
2024-07-17 23:43:27 UTC,Installed,,,Extra Terrasse,FR,extra.terrasse@gmail.com,extra-terrasse.myshopify.com
2024-07-18 00:58:19 UTC,Installed,,,Montanic Adventure Store,MY,ecom@montanic.com,montanic.myshopify.com
2024-07-18 01:01:46 UTC,Uninstalled,Not using app now,,Montanic Adventure Store,MY,ecom@montanic.com,montanic.myshopify.com
2024-07-18 03:47:56 UTC,Installed,,,Zion Cases,US,hr@zioncases.com,custom-collection-cases.myshopify.com
2024-07-18 03:52:11 UTC,Uninstalled,"",,Zion Cases,US,hr@zioncases.com,custom-collection-cases.myshopify.com
2024-07-18 04:02:31 UTC,Uninstalled,Not using app now,,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-18 04:02:31 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 24185110595,,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-18 05:33:43 UTC,Uninstalled,"",,Kissaten,IN,hello@kissaten.in,c54400.myshopify.com
2024-07-18 06:28:53 UTC,Installed,,,Myconic,US,info@myconicmagic.com,myconicmagic-mushrooms.myshopify.com
2024-07-18 06:35:07 UTC,Uninstalled,"",,Myconic,US,info@myconicmagic.com,myconicmagic-mushrooms.myshopify.com
2024-07-18 08:01:24 UTC,Installed,,,INPAQ-DANMARK,NL,Info@inpaq.nl,042d07.myshopify.com
2024-07-18 09:21:34 UTC,Installed,,,Zion Cases,US,hr@zioncases.com,custom-collection-cases.myshopify.com
2024-07-18 09:31:11 UTC,Uninstalled,"",,Mon Petit Présent,RE,monpetitpresent.contact@gmail.com,e95d67-e7.myshopify.com
2024-07-18 09:34:25 UTC,Installed,,,Mon Petit Présent,RE,monpetitpresent.contact@gmail.com,e95d67-e7.myshopify.com
2024-07-18 09:53:48 UTC,Store closed,,,Magic@Home,IN,support@magicinhome.com,1950a9.myshopify.com
2024-07-18 10:18:10 UTC,Uninstalled,"",,AMORA ESSENTIALS,IN,business@amoraessentials.in,84e571-e4.myshopify.com
2024-07-18 11:13:36 UTC,Installed,,,Perfect Gadget,IN,support@perfectgadget.in,541d50-06.myshopify.com
2024-07-18 11:31:56 UTC,Installed,,,SUNCHILL FLOATY,CA,accmoa03@pixihouses.com,b7af67-69.myshopify.com
2024-07-18 11:33:42 UTC,Uninstalled,"",,Zion Cases,US,hr@zioncases.com,custom-collection-cases.myshopify.com
2024-07-18 11:50:02 UTC,Installed,,,Zion Cases,US,hr@zioncases.com,custom-collection-cases.myshopify.com
2024-07-18 12:15:23 UTC,Store closed,,,Boujee Barbs Couture,CA,shopboujeebarbsusa@gmail.com,d7c6c5-28.myshopify.com
2024-07-18 12:37:46 UTC,Uninstalled,"",,Zion Cases,US,hr@zioncases.com,custom-collection-cases.myshopify.com
2024-07-18 13:39:04 UTC,Store closed,,,SUNCHILLER FLOATY,CA,pintads10@noovalia.com,5a843a-61.myshopify.com
2024-07-18 14:04:27 UTC,Store closed,,,Sunchillers,US,ferlsuajddss333@hotmail.com,18047c-f6.myshopify.com
2024-07-18 14:09:46 UTC,Installed,,,Be Positive With Us,US,me@brooksconkle.com,be-positive-with-us.myshopify.com
2024-07-18 14:11:31 UTC,Uninstalled,"",,Be Positive With Us,US,me@brooksconkle.com,be-positive-with-us.myshopify.com
2024-07-18 14:44:31 UTC,Installed,,,Seven Stitches,GB,andyfred98@gmail.com,d13451-4.myshopify.com
2024-07-18 14:57:52 UTC,Uninstalled,"",,Seven Stitches,GB,andyfred98@gmail.com,d13451-4.myshopify.com
2024-07-18 15:20:11 UTC,Store closed,,,SUNCHILLER FLOATY,CA,seanamould222@pixihouses.com,bfb387-ae.myshopify.com
2024-07-18 15:21:59 UTC,Store closed,,,SUNCHILLER FLOATY,CA,shop.us@sunchillfloaty.com,96ef8c-99.myshopify.com
2024-07-18 15:55:23 UTC,Store re-opened,,,Éter Center,BR,v3860822@gmail.com,841a86-da.myshopify.com
2024-07-18 16:06:13 UTC,Installed,,,Lakeline Design,US,lakelinedesign@gmail.com,lakeline-design.myshopify.com
2024-07-18 16:08:52 UTC,Uninstalled,"",,Lakeline Design,US,lakelinedesign@gmail.com,lakeline-design.myshopify.com
2024-07-18 17:00:18 UTC,Uninstalled,"",,Elidan,US,elidanco@gmail.com,57eaa4-7b.myshopify.com
2024-07-18 17:54:31 UTC,Store closed,,,Retro Waves Vinyl,ES,retrowavesvinyl@gmail.com,fee068-59.myshopify.com
2024-07-18 18:52:10 UTC,Store closed,,,My Store,GB,yuusufosman500@gmail.com,30eebc-4e.myshopify.com
2024-07-18 19:56:13 UTC,Uninstalled,"",,Rodolfo Medina,US,info@rodolfomedina.com,rodolfo-medina.myshopify.com
2024-07-18 20:07:16 UTC,Uninstalled,Not using app now,,THEO,UA,hello@iwanttheo.com,theo-online-store.myshopify.com
2024-07-18 20:38:02 UTC,Store closed,,,Country-Shop,DE,countryshop.help@gmail.com,b27841-61.myshopify.com
2024-07-18 20:51:09 UTC,Installed,,,Glovspot®,FR,youcefazouaou41@gmail.com,gantiers.myshopify.com
2024-07-18 20:53:52 UTC,Uninstalled,"",,Glovspot®,FR,youcefazouaou41@gmail.com,gantiers.myshopify.com
2024-07-18 22:59:03 UTC,Installed,,,VEMONDIA,DK,shopgrouponline@outlook.com,bd8183-20.myshopify.com
2024-07-19 00:34:11 UTC,Installed,,,Temptation,ES,temptation2026@gmail.com,373c73-b6.myshopify.com
2024-07-19 01:37:22 UTC,Installed,,,Going Across,CA,manharleenart@gmail.com,29ddf7-14.myshopify.com
2024-07-19 01:44:33 UTC,Uninstalled,"",,Temptation,ES,temptation2026@gmail.com,373c73-b6.myshopify.com
2024-07-19 01:47:42 UTC,Uninstalled,"",,Going Across,CA,manharleenart@gmail.com,29ddf7-14.myshopify.com
2024-07-19 01:54:07 UTC,Store closed,,,Valuzone,AU,valuzone.shop@gmail.com,a42390-8f.myshopify.com
2024-07-19 01:57:07 UTC,Store closed,,,AkaMode,FR,info@AkaMode.com,f8872b-e2.myshopify.com
2024-07-19 02:00:38 UTC,Store closed,,,Home Dip®,ZA,essentials@homedip.co.za,c9c77f-ef.myshopify.com
